qid,state_name,lat,lon,name_en,name_hi,name_ta,name_te,name_kn,name_ml,name_bn,name_or,name_mr,name_gu,image_url,deity,religion,architecture_style,commissioned_by,founded_by,inception,heritage_status,inscription,commons_category,wiki_image_url,best_image_url,image_license,image_author,wikipedia_en,asi_id
Q56989242,Himachal Pradesh,30.752111,77.258583,Mangarh Shiva Temple,,,,,,,,,,http://commons.wikimedia.org/wiki/Special:FilePath/Mangarh%20Shiva%20temple%2C%20Himachal%20Pradesh.jpg?width=640,,,,,,,Monument of National Importance,,Mangarh Shiva Temple,,http://commons.wikimedia.org/wiki/Special:FilePath/Mangarh%20Shiva%20temple%2C%20Himachal%20Pradesh.jpg?width=640,CC0,Ms Sarah Welch,,N-HP-40
Q58697557,West Bengal,24.255000,88.242111,Gangeshwar Temple,गंगेश्वर टेम्पल,,గంగేశ్వర్ టెంపుల్,,,গঙ্গেশ্বর মন্দির,,,,http://commons.wikimedia.org/wiki/Special:FilePath/Gangeswar%20Temple%20at%20Baronagar%20in%20Murshidabad%20District%2001.jpg?width=640,,,Jor-bangla,,,,State Protected Monument,,"Gangeshwar Temple, Baronagar",,http://commons.wikimedia.org/wiki/Special:FilePath/Gangeswar%20Temple%20at%20Baronagar%20in%20Murshidabad%20District%2001.jpg?width=640,CC BY 4.0,Amitabha Gupta,,S-WB-90
Q58699950,West Bengal,22.608267,87.923131,Dadhimadhab temple,दधिमाधब टेम्पल,,దధిమాధబ్ టెంపుల్,,,দধিমাধব মন্দির,,,,http://commons.wikimedia.org/wiki/Special:FilePath/Dadhimadhab%20Mandir%20-%20Amragori%20-%20Howrah%202013-09-22%202849-2901.TIF?width=640,,,At-chala,,,1764-01-01T00:00:00Z,State Protected Monument,,"Dadhimadhab Temple, Amragori",,http://commons.wikimedia.org/wiki/Special:FilePath/Dadhimadhab%20Mandir%20-%20Amragori%20-%20Howrah%202013-09-22%202849-2901.TIF?width=640,CC BY 3.0,Biswarup Ganguly,,S-WB-66
Q58700194,West Bengal,23.160833,88.248611,Pancharatna brick temple,,,,,,পঞ্চরত্ন ইষ্টক মন্দির,,,,http://commons.wikimedia.org/wiki/Special:FilePath/Panchratna%20Brick%20Temple%20at%20Baidyapur%2001.jpg?width=640,,,Pancharatna,,,,State Protected Monument,,"Pancharatna temple, Baidyapur",,http://commons.wikimedia.org/wiki/Special:FilePath/Panchratna%20Brick%20Temple%20at%20Baidyapur%2001.jpg?width=640,,,,S-WB-36
Q58701490,West Bengal,,,Begunkodar Rashmandir,,,,,,বেগুনকোদর রাসমন্দির,,,,http://commons.wikimedia.org/wiki/Special:FilePath/Begunkodar%20Rasmancha.jpg?width=640,,,,,,,State Protected Monument,,Rashmandir at Begunkodar,,http://commons.wikimedia.org/wiki/Special:FilePath/Begunkodar%20Rasmancha.jpg?width=640,CC BY-SA 4.0,Rangan Datta Wiki,,S-WB-104
Q58783429,West Bengal,22.942731,87.488139,Shyamchand Temple,,,,,,শ্যামচাঁদ মন্দির,,,,http://commons.wikimedia.org/wiki/Special:FilePath/Shyamchand%20temple%20at%20Boital%20in%20Bankura%20district%2006.jpg?width=640,,,Pancharatna,,Raghunath Singha Dev,1660-01-01T00:00:00Z,State Protected Monument,,"Shyamchand Temple, Baital, Bankura",,http://commons.wikimedia.org/wiki/Special:FilePath/Shyamchand%20temple%20at%20Boital%20in%20Bankura%20district%2006.jpg?width=640,,,,S-WB-8
Q58784546,West Bengal,22.952500,87.161389,Parshwanath temple,,,,,,পার্শ্বনাথ মন্দির,,,,http://commons.wikimedia.org/wiki/Special:FilePath/Deulbhira%20Taldangra%20block%20%2816%29.jpg?width=640,,,Deul,,,,State Protected Monument,,"Parshvanatha temple, Deulbhira, Taldangra",,http://commons.wikimedia.org/wiki/Special:FilePath/Deulbhira%20Taldangra%20block%20%2816%29.jpg?width=640,CC BY-SA 3.0,SuvadipSanyal,,S-WB-5
Q58785869,West Bengal,23.006944,87.482500,Hakanda temple,,,,,,হাকন্দ মন্দির,,,,http://commons.wikimedia.org/wiki/Special:FilePath/Hakanda%20temple%20of%20Moynapur%20in%20Bankura%20district%2013.jpg?width=640,,,,,,,State Protected Monument,,"Hakanda temple, Moynapur",,http://commons.wikimedia.org/wiki/Special:FilePath/Hakanda%20temple%20of%20Moynapur%20in%20Bankura%20district%2013.jpg?width=640,CC BY-SA 4.0,SuvadipSanyal,,S-WB-14
Q58841118,West Bengal,23.206944,87.176111,Shyamchand Temple,,,,,,শ্যামচাঁদ মন্দির,,,,http://commons.wikimedia.org/wiki/Special:FilePath/Shyamchand%20Temple%20at%20Elyati%20in%20Bankura%20district.jpg?width=640,,,,,,,State Protected Monument,,Deul of Elati,,http://commons.wikimedia.org/wiki/Special:FilePath/Shyamchand%20Temple%20at%20Elyati%20in%20Bankura%20district.jpg?width=640,,,,S-WB-11
Q59308071,Rajasthan,24.062657,75.892567,Binnayaga caves,,பின்னயகா பௌத்தக் குடைவரை,,,,বিন্নায়গ গুহাসমূহ,,,,http://commons.wikimedia.org/wiki/Special:FilePath/Binnayaga%20caves%20and%20pillars%20dug%20%2Cjhalawar.jpg?width=640,,,,,,,Monument of National Importance,,Binnayaga caves,https://upload.wikimedia.org/wikipedia/commons/c/c8/Binnayaga_caves_and_pillars_dug_%2Cjhalawar.jpg,https://upload.wikimedia.org/wikipedia/commons/c/c8/Binnayaga_caves_and_pillars_dug_%2Cjhalawar.jpg,CC BY-SA 4.0,Siddharth tiwari,https://en.wikipedia.org/wiki/Binnayaga_Buddhist_Caves,N-RJ-65
Q59657845,Jammu and Kashmir,33.771944,75.213056,Bumzuva Cave and Temple,,,,,,,,,,http://commons.wikimedia.org/wiki/Special:FilePath/Bumzuva%20Cave.JPG?width=640,,,,,,,Monument of National Importance,,Bumzuva Cave and Temple,https://upload.wikimedia.org/wikipedia/commons/c/c8/Bumzuva_Cave.JPG,https://upload.wikimedia.org/wikipedia/commons/c/c8/Bumzuva_Cave.JPG,CC BY-SA 3.0,Shaurya,https://en.wikipedia.org/wiki/Bumzuva_Cave_and_Temple,N-JK-1
Q59657848,Jammu and Kashmir,34.144333,74.189250,"Vishnu temple, Buniyar",,,,,,,,,,http://commons.wikimedia.org/wiki/Special:FilePath/NawshehraTemple1870s.jpg?width=640,,,,,,,Monument of National Importance,,"Vishnu temple, Buniyar",,http://commons.wikimedia.org/wiki/Special:FilePath/NawshehraTemple1870s.jpg?width=640,,,,N-JK-7
Q59657855,Jammu and Kashmir,34.153000,74.562462,Sugandhesa Temple,,,,,,,,,,http://commons.wikimedia.org/wiki/Special:FilePath/Sugandhesa%20Temple%2Cpattan.JPG?width=640,,,,,,,Monument of National Importance,,"Sugandhesa Temple, Pattan",,http://commons.wikimedia.org/wiki/Special:FilePath/Sugandhesa%20Temple%2Cpattan.JPG?width=640,,,,N-JK-11
Q59657886,Jammu and Kashmir,33.927952,75.004509,Avantisvara Temple Complex,,,,,,,,,,http://commons.wikimedia.org/wiki/Special:FilePath/Avantishwara%20temple%20%286134239190%29.jpg?width=640,,,,,,,Monument of National Importance,,Avantisvara Temple Complex,,http://commons.wikimedia.org/wiki/Special:FilePath/Avantishwara%20temple%20%286134239190%29.jpg?width=640,CC BY 2.0,"Varun Shiv Kapur from New Delhi, India",,N-JK-25
Q59657898,Jammu and Kashmir,33.992291,74.993590,Ancient Temple at Ladhoo,"प्राचीन मन्दिर, लधू",,,,,,,,,http://commons.wikimedia.org/wiki/Special:FilePath/Sanz%20Haer%20Nag%2C%20Ladhoo.jpg?width=640,,,,Lalitaditya Muktapida,,,Water Heritage Site; Monument of National Importance,,"Ancient Shiva Temple, Laduv",https://upload.wikimedia.org/wikipedia/commons/c/cc/The_Ancient_Temple%2CLadhoo.png,https://upload.wikimedia.org/wikipedia/commons/c/cc/The_Ancient_Temple%2CLadhoo.png,,,"https://en.wikipedia.org/wiki/Ancient_Temple,_Ladhoo",N-JK-29
Q59657903,Jammu and Kashmir,33.860823,74.940215,"Ancient Siva Temple, Payar",,,,,,,,,,http://commons.wikimedia.org/wiki/Special:FilePath/Lakulish%20at%20Payar%20Temple.JPG?width=640,,,,,,,Monument of National Importance,,"Ancient Shiva Temple, Payar",,http://commons.wikimedia.org/wiki/Special:FilePath/Lakulish%20at%20Payar%20Temple.JPG?width=640,CC BY-SA 3.0,Dave vikram,,N-JK-32
Q59657916,Jammu and Kashmir,34.108677,74.816300,Ancient Temple at Hari Parvat,,,,,,,,,,http://commons.wikimedia.org/wiki/Special:FilePath/Sharika%20Peeth%20Chakreswar%20Temple%2003.jpg?width=640,,,,,,,Monument of National Importance,,Sharika Devi Temple,,http://commons.wikimedia.org/wiki/Special:FilePath/Sharika%20Peeth%20Chakreswar%20Temple%2003.jpg?width=640,,,,N-JK-37
Q59657930,Jammu and Kashmir,34.056445,74.860917,"Pandrethan Temple, Srinagar district",,,,,,,,,,http://commons.wikimedia.org/wiki/Special:FilePath/Pandrethan%20Shiva%20Temple%2C%20Srinagar%2C%20Jammu%20and%20Kashmir%2C%20India%20%281981%29.jpg?width=640,,,,,,,Monument of National Importance,,Hindu temple at Pandrethan,,http://commons.wikimedia.org/wiki/Special:FilePath/Pandrethan%20Shiva%20Temple%2C%20Srinagar%2C%20Jammu%20and%20Kashmir%2C%20India%20%281981%29.jpg?width=640,,,,N-JK-44
Q59657934,Jammu and Kashmir,32.756412,75.150053,Devi Bhagwati Temple Babour Thalora,,,,,,,,,,http://commons.wikimedia.org/wiki/Special:FilePath/Devi%20Bhagwati%20Temple%2C%20Thalora%20Manwal%2C%20J%26K%20009.jpg?width=640,,,,,,,Monument of National Importance,,"Devi Bhagwati temple, Babour Thalora",,http://commons.wikimedia.org/wiki/Special:FilePath/Devi%20Bhagwati%20Temple%2C%20Thalora%20Manwal%2C%20J%26K%20009.jpg?width=640,CC0,Ms Sarah Welch,,N-JK-56
Q59657936,Jammu and Kashmir,32.753066,75.150054,Ancient Temple Dera Babour,,,,,,,,,,http://commons.wikimedia.org/wiki/Special:FilePath/Dera%20Babour%20Temple%2C%20Thalora%20Manwal%2C%20J%26K%20018.jpg?width=640,,,,,,,Monument of National Importance,,"Dera Babour Temples, Thalora",,http://commons.wikimedia.org/wiki/Special:FilePath/Dera%20Babour%20Temple%2C%20Thalora%20Manwal%2C%20J%26K%20018.jpg?width=640,CC0,Ms Sarah Welch,,N-JK-55
Q59657938,Jammu and Kashmir,32.753653,75.146040,"Ancient Temples Kala Dera I  and II, Thalora",,,,,,,,,,http://commons.wikimedia.org/wiki/Special:FilePath/Kala%20Dera%20Temple%2C%20Thalora%20Manwal%2C%20J%26K%20017.jpg?width=640,,,,,,,Monument of National Importance,,"Kala Dera Group of Temples, Thalora",,http://commons.wikimedia.org/wiki/Special:FilePath/Kala%20Dera%20Temple%2C%20Thalora%20Manwal%2C%20J%26K%20017.jpg?width=640,CC0,Ms Sarah Welch,,N-JK-50
Q59657939,Jammu and Kashmir,32.751397,75.141871,Ancient Temple Nand Babour,,,,,,,,,,http://commons.wikimedia.org/wiki/Special:FilePath/Nand%20Babour%20Temple%2C%20Thalora%20Manwal%2C%20J%26K%20011.jpg?width=640,,,,,,,Monument of National Importance,,"Nand Babour temple, Thalora",,http://commons.wikimedia.org/wiki/Special:FilePath/Nand%20Babour%20Temple%2C%20Thalora%20Manwal%2C%20J%26K%20011.jpg?width=640,CC0,Ms Sarah Welch,,N-JK-51
Q59657942,Jammu and Kashmir,32.965111,75.119556,Group of Temples at Kiramchi,क्रिमची मन्दिर,,,,,,,,,http://commons.wikimedia.org/wiki/Special:FilePath/KrimachiTemplesMain.jpg?width=640,,,,,,,Monument of National Importance,,"Group of temples, Kiramchi, Udhampur",https://upload.wikimedia.org/wikipedia/commons/5/58/KrimachiTemplesMain.jpg,https://upload.wikimedia.org/wikipedia/commons/5/58/KrimachiTemplesMain.jpg,CC BY-SA 4.0,Akhil2,https://en.wikipedia.org/wiki/Krimchi_temples,N-JK-49
Q60147993,Rajasthan,26.724556,72.891778,Mahavira Jain temple,,"மகாவீரர் சமணக் கோயில், ஓசியான்",,,,,,,,http://commons.wikimedia.org/wiki/Special:FilePath/KITLV%2088217%20-%20Unknown%20-%20Jaina%20temple%20Osia%20in%20British%20India%20-%201897.tif?width=640,,,,,,,State Protected Monument,,"Mahavira Jain temple, Osian",https://upload.wikimedia.org/wikipedia/commons/5/53/KITLV_88217_-_Unknown_-_Jaina_temple_Osia_in_British_India_-_1897.tif,https://upload.wikimedia.org/wikipedia/commons/5/53/KITLV_88217_-_Unknown_-_Jaina_temple_Osia_in_British_India_-_1897.tif,Public domain,Unknown authorUnknown author,"https://en.wikipedia.org/wiki/Mahavira_Jain_temple,_Osian",S-RJ-164
Q60155046,Rajasthan,27.246222,76.348889,Naugaza Digambar Jain temple,,நௌகசா திகம்பர சமணக் கோயில்,,,,,,,,http://commons.wikimedia.org/wiki/Special:FilePath/1200%20years%20old%20civilisation.jpg?width=640,,,,,,,State Protected Monument,,"Jain temple, Naugaza",https://upload.wikimedia.org/wikipedia/commons/d/dc/1200_years_old_civilisation.jpg,https://upload.wikimedia.org/wikipedia/commons/d/dc/1200_years_old_civilisation.jpg,CC BY-SA 4.0,Canoneos7d,https://en.wikipedia.org/wiki/Naugaza_Digambar_Jain_temple,S-RJ-13
Q60398736,Odisha,19.975735,86.037116,Gangeswari Temple,,,,,,গঙ্গেশ্বরী মন্দির,ଗଙ୍ଗେଶ୍ୱରୀ ଦେଉଳ,,,http://commons.wikimedia.org/wiki/Special:FilePath/Gangeswari%20Temple%2C%20Bayalisabati%2001.jpg?width=640,,,Kalinga architecture,,,,State Protected Monument,,"Gangeswari Temple, Bayalisabati",,http://commons.wikimedia.org/wiki/Special:FilePath/Gangeswari%20Temple%2C%20Bayalisabati%2001.jpg?width=640,CC BY-SA 4.0,Prateek Pattanaik,,S-OR-191
Q60400566,Odisha,20.239330,85.833503,Chitrakarini Temple,,,,,,,ଚିତ୍ରକାରିଣୀ ମନ୍ଦିର,,,http://commons.wikimedia.org/wiki/Special:FilePath/Chitrakarini%20Temple%2C%20Bhubaneshwar%20%285%29.jpg?width=640,,,,,,,Monument of National Importance,,"Chitrakarini Temple, Bhubaneshwar",,http://commons.wikimedia.org/wiki/Special:FilePath/Chitrakarini%20Temple%2C%20Bhubaneshwar%20%285%29.jpg?width=640,CC BY 3.0 pl,Radosław Botev,,N-OR-53
Q60617896,Haryana,27.781445,76.918722,Dehra Temple,,,,,,,,,,http://commons.wikimedia.org/wiki/Special:FilePath/Dehra%20Mandir%20View.jpg?width=640,,,,,,,State Protected Monument,,Dehra Temple,https://upload.wikimedia.org/wikipedia/commons/8/8f/Dehra_Mandir_View.jpg,https://upload.wikimedia.org/wikipedia/commons/8/8f/Dehra_Mandir_View.jpg,CC BY-SA 4.0,Jainvaibhav1008,https://en.wikipedia.org/wiki/Dehra_Temple,S-HR-5
Q6080700,Karnataka,13.318111,76.260389,"Ishvara Temple, Arasikere","ईश्वर मंदिर, अरसीकेरे","ஈசுவரன் கோவில், அரசிகெரே","ఈశ్వర దేవాలయం, అరసికెరె",,,,,,,http://commons.wikimedia.org/wiki/Special:FilePath/Le%20temple%20Kalameshwara%20%28Arsikere%2C%20Inde%29%20%2814571148061%29.jpg?width=640,,,,,,,Monument of National Importance,,"Ishvara Temple, Arasikere",https://upload.wikimedia.org/wikipedia/commons/a/a7/Le_temple_Kalameshwara_%28Arsikere%2C_Inde%29_%2814571148061%29.jpg,https://upload.wikimedia.org/wikipedia/commons/a/a7/Le_temple_Kalameshwara_%28Arsikere%2C_Inde%29_%2814571148061%29.jpg,CC BY 2.0,"Jean-Pierre Dalbéra from Paris, France","https://en.wikipedia.org/wiki/Ishvara_Temple,_Arasikere",N-KA-B108
Q61064527,Tamil Nadu,9.874167,78.070833,Thirupparankundram Rock-cut Cave and Inscription,,திருப்பரங்குன்றம் சமணக் குகைகள்,,,,,,,,http://commons.wikimedia.org/wiki/Special:FilePath/%E0%AE%A4%E0%AE%BF%E0%AE%B0%E0%AF%81%E0%AE%AA%E0%AF%8D%E0%AE%AA%E0%AE%B0%E0%AE%99%E0%AF%8D%E0%AE%95%E0%AF%81%E0%AE%A9%E0%AF%8D%E0%AE%B1%E0%AE%AE%E0%AF%8D%20%E0%AE%95%E0%AF%81%E0%AE%9F%E0%AF%88%E0%AE%B5%E0%AE%B0%E0%AF%88%20%E0%AE%95%E0%AF%8B%E0%AE%B5%E0%AE%BF%E0%AE%B2%E0%AF%8D.jpg?width=640,,,,,,,Monument of National Importance,,Thirupparankundram Rock-cut Cave and Inscription,https://upload.wikimedia.org/wikipedia/commons/4/4d/%E0%AE%A4%E0%AE%BF%E0%AE%B0%E0%AF%81%E0%AE%AA%E0%AF%8D%E0%AE%AA%E0%AE%B0%E0%AE%99%E0%AF%8D%E0%AE%95%E0%AF%81%E0%AE%A9%E0%AF%8D%E0%AE%B1%E0%AE%AE%E0%AF%8D_%E0%AE%95%E0%AF%81%E0%AE%9F%E0%AF%88%E0%AE%B5%E0%AE%B0%E0%AF%88_%E0%AE%95%E0%AF%8B%E0%AE%B5%E0%AE%BF%E0%AE%B2%E0%AF%8D.jpg,https://upload.wikimedia.org/wikipedia/commons/4/4d/%E0%AE%A4%E0%AE%BF%E0%AE%B0%E0%AF%81%E0%AE%AA%E0%AF%8D%E0%AE%AA%E0%AE%B0%E0%AE%99%E0%AF%8D%E0%AE%95%E0%AF%81%E0%AE%A9%E0%AF%8D%E0%AE%B1%E0%AE%AE%E0%AF%8D_%E0%AE%95%E0%AF%81%E0%AE%9F%E0%AF%88%E0%AE%B5%E0%AE%B0%E0%AF%88_%E0%AE%95%E0%AF%8B%E0%AE%B5%E0%AE%BF%E0%AE%B2%E0%AF%8D.jpg,,,https://en.wikipedia.org/wiki/Thirupparankundram_Rock-cut_Cave_and_Inscription,N-TN-T25
Q61066095,Tamil Nadu,11.133611,77.398889,Sukreeswarar temple,,சுக்ரீசுவரர் கோயில்,,,,,,,,http://commons.wikimedia.org/wiki/Special:FilePath/Sugrisvara%20Temple%202.jpg?width=640,,,,,,,Monument of National Importance,,Sugrisvara Temple Tiruppur,https://upload.wikimedia.org/wikipedia/commons/b/b8/Tiruppur_sugrisvara_temple3.JPG,https://upload.wikimedia.org/wikipedia/commons/b/b8/Tiruppur_sugrisvara_temple3.JPG,,,"https://en.wikipedia.org/wiki/Sukreesvarar_Temple,_Kurakkuthali",N-TN-T160
Q6122350,Rajasthan,24.579722,73.683611,"Jagdish Temple, Udaipur","जगदीश मंदिर, उदयपुर",ஜெகதீசர் கோவில்,"జగదీష్ ఆలయం, ఉదయపూర్",ಜಗದೀಶ್ ದೇವಾಲಯ ಉದೈಪುರ್,ഉദയ്പുർ ജഗധിഷ് ക്ഷേത്രം,,,,,http://commons.wikimedia.org/wiki/Special:FilePath/JagdishTemple-Udaipur-Rajasthan%20JM34.jpg?width=640,,,,,,1651-01-01T00:00:00Z,State Protected Monument,,Jagdish Temple,https://upload.wikimedia.org/wikipedia/commons/e/ed/Jagdish_Temple_Udaipur.jpg,https://upload.wikimedia.org/wikipedia/commons/e/ed/Jagdish_Temple_Udaipur.jpg,CC BY-SA 3.0,Ingo Mehling,"https://en.wikipedia.org/wiki/Jagdish_Temple,_Udaipur",S-RJ-210
Q6159487,Uttar Pradesh,25.389079,78.706951,Jarai-ka-Math,,,,,,,,,,http://commons.wikimedia.org/wiki/Special:FilePath/Ancient%20temple%20near%20Jhasi%20Pic%204.jpg?width=640,,,,,,,Monument of National Importance,,Jarai-ka-Math,https://upload.wikimedia.org/wikipedia/commons/3/39/Ancient_temple_near_Jhasi_Pic_4.jpg,https://upload.wikimedia.org/wikipedia/commons/3/39/Ancient_temple_near_Jhasi_Pic_4.jpg,CC BY-SA 4.0,Monument hunter,https://en.wikipedia.org/wiki/Jarai-ka-Math,N-UP-L125
Q6165262,Madhya Pradesh,24.849497,79.935316,"Javari Temple, Khajuraho",जावरी मंदिर,,"జవారి ఆలయం, ఖజురహో",,ജാവരി ക്ഷേത്രം,,,,,http://commons.wikimedia.org/wiki/Special:FilePath/Khajuraho%20Jeveri%20Temple%202010.jpg?width=640,,,,,,,part of UNESCO World Heritage Site; Monument of National Importance,,Javari Temple Khajuraho,https://upload.wikimedia.org/wikipedia/commons/6/67/Khajuraho_Jeveri_Temple_2010.jpg,https://upload.wikimedia.org/wikipedia/commons/6/67/Khajuraho_Jeveri_Temple_2010.jpg,CC BY-SA 4.0,Sfu,"https://en.wikipedia.org/wiki/Javari_Temple,_Khajuraho",N-MP-32
Q61826620,West Bengal,23.129444,86.983056,Bashuli temple,,,,,,বাশুলি মন্দির,,,,http://commons.wikimedia.org/wiki/Special:FilePath/Basuli-Temple-Atbaichandi.jpg?width=640,,,Deul,,,,State Protected Monument,,"Bashuli temple, Atbaichandi",,http://commons.wikimedia.org/wiki/Special:FilePath/Basuli-Temple-Atbaichandi.jpg?width=640,CC BY 4.0,Amitabha Gupta,,S-WB-3
Q61831262,West Bengal,23.019455,87.592364,Damodar temple,,,,,,দামোদর মন্দির,,,,http://commons.wikimedia.org/wiki/Special:FilePath/Damodar%20Temple%20Kotulpur%20Bankura.jpg?width=640,,,Navaratna,,,,State Protected Monument,,"Damodar Temple, Kotulpur, Bankura district",,http://commons.wikimedia.org/wiki/Special:FilePath/Damodar%20Temple%20Kotulpur%20Bankura.jpg?width=640,CC BY-SA 4.0,Kinjal bose 78,,S-WB-15
Q61833113,West Bengal,23.132778,87.295278,Deul of Dharapat,,,,,,ধরাপাট দেউল,,,,http://commons.wikimedia.org/wiki/Special:FilePath/Deul%20of%20Dharapat%20%2803%29.jpg?width=640,,,Deul,,,1603-01-01T00:00:00Z,West Bengal Heritage Commission declared site; State Protected Monument,,Deul of Dharapat,,http://commons.wikimedia.org/wiki/Special:FilePath/Deul%20of%20Dharapat%20%2803%29.jpg?width=640,CC BY-SA 3.0,SuvadipSanyal,,S-WB-4
Q61974664,West Bengal,23.079113,87.299975,Gour Nitai temple,,,,,,গৌরনিতাই মন্দির,,,,http://commons.wikimedia.org/wiki/Special:FilePath/Gour-Nitai-Temple-Tejpal-Bankura-with-tulsimancha2.jpg?width=640,,,At-chala,,Bir Singha Dev,1672-01-01T00:00:00Z,State Protected Monument,বসুমুন্যঙ্কগেশাকে। শ্রীরাধাকৃষ্ণযোমুদে। রঘুনাথসুতঃ সৌধ। বীরসিংহনৃপদদৌ। ৯৭৮,"Gour Nitai temple, Tejpal",,http://commons.wikimedia.org/wiki/Special:FilePath/Gour-Nitai-Temple-Tejpal-Bankura-with-tulsimancha2.jpg?width=640,CC BY 4.0,Amitabha Gupta,,S-WB-12
